Date,Close,High,Low,Open,Volume
2019-07-03,274.40234375,274.4207286446459,272.7676855944929,272.9146246228901,40898900
2019-07-05,274.09002685546875,274.2553507290704,271.84009196877327,273.15332235853896,51677300
2019-07-08,272.58404541015625,273.90646870101705,272.0330310346717,272.75853376282225,45841800
2019-07-09,272.9237060546875,273.22674840978414,271.3533396177015,271.4084382277191,41101300
2019-07-10,274.22772216796875,275.1920038184866,273.46550610585535,274.0073277453317,58448500
2019-07-11,274.87060546875,275.1185492202559,273.8512531312602,274.8797979125721,50826100
2019-07-12,276.1012268066406,276.174710316103,275.0543250156539,275.3665598665007,40326000
2019-07-15,276.19305419921875,276.54203078839447,275.6787817601427,276.54203078839447,33900000
2019-07-16,275.30224609375,276.3124340724271,274.990011268658,276.1012040323303,36650100
2019-07-17,273.4288330078125,275.44001669652897,273.4288330078125,275.2747208380516,36036300
2019-07-18,274.4297790527344,274.81549734524737,272.4737223626274,272.92370368244053,51392600
2019-07-19,272.9053955078125,275.56859820502126,272.7309072045637,275.5410488953371,58678600
2019-07-22,273.57574462890625,274.12675879444606,272.7859791447035,273.3094159775089,43638100
2019-07-23,275.5318298339844,275.5318298339844,273.8696229168646,274.7145150418083,44564500
2019-07-24,276.8266906738281,276.8266906738281,274.66856830310536,274.7604086642359,47213200
2019-07-25,275.5042419433594,276.4225894165039,274.6868992399052,276.3674908101745,55394100
2019-07-26,277.3502197265625,277.55225735753197,276.07370287049383,276.2022850109971,45084100
2019-07-29,276.8450927734375,277.3502008293207,276.2849141227693,277.23081114291654,38126500
2019-07-30,276.16546630859375,276.57873390135404,275.03588877392656,275.4216070622189,45849000
2019-07-31,273.1441650390625,276.6063539991609,271.09626748942264,276.4134807927806,104245200
2019-08-01,270.7655944824219,276.30322921476494,269.95744413578745,273.300242746731,142646600
2019-08-02,268.7268981933594,270.1044197367133,267.1473390359503,269.8564759481787,116749700
2019-08-05,260.6454162597656,264.67694755295776,258.71688074121914,264.5667503277398,178745400
2019-08-06,264.3003845214844,264.5208069666722,261.0678115913767,262.564722416853,120711700
2019-08-07,264.4565124511719,265.2371133774665,259.01071887805523,261.17800537617813,140572300
2019-08-08,269.6452941894531,269.6452941894531,265.4117240068945,265.97190274917557,87713900
2019-08-09,267.8085021972656,269.2962207116512,265.99935644225224,268.69010797880105,93730000
2019-08-12,264.5484313964844,267.79936210950996,263.5841494860801,266.2840939940152,65527600
2019-08-13,268.6625671386719,270.13192883802105,263.8963410660496,264.24531762254117,94299800
2019-08-14,260.7189025878906,265.1637020273875,260.5903484851713,264.5484247718611,135622100
2019-08-15,261.4076232910156,262.3168064188079,259.33217689513833,261.61885331580436,99556600
2019-08-16,265.26470947265625,265.70549838352747,261.46273696192435,263.0882301479958,83018300
2019-08-19,268.4605712890625,269.1493320652924,267.6432564079918,268.33201718422174,53571800
2019-08-20,266.4034423828125,268.4880812709077,266.2748882968024,267.946259569396,51596400
2019-08-21,268.5706787109375,268.94717644075143,267.90027509363216,268.59822800886866,49524700
2019-08-22,268.4880676269531,269.92987996024067,266.6881143340753,269.2870535113697,51666400
2019-08-23,261.5912780761719,268.85540980593015,260.32395410456877,267.1656538523727,149161500
2019-08-26,264.484130859375,264.484130859375,262.2617171506863,263.8137269661917,72423800
2019-08-27,263.44635009765625,266.27487616998485,262.6749415394964,265.8983503215243,66668900
2019-08-28,265.3013916015625,265.46668740599165,261.9585936413916,262.77593627285495,59696700
2019-08-29,268.6900939941406,269.22275122819866,266.8809483332888,267.9003286118531,57899400
2019-08-30,268.5706787109375,270.21450019705543,267.6247821143206,270.1961433403465,62901200
2019-09-03,267.0003356933594,267.77174420863514,265.6503637851916,266.8442323171528,69101400
2019-09-04,270.031005859375,270.04936272684574,268.44225401197264,269.2044984111621,46887300
2019-09-05,273.5022888183594,274.4298008363789,269.9941942619741,272.5563919118727,83258100
2019-09-06,273.7135314941406,274.36557856521506,273.13499596211153,273.82375676408543,49584300
2019-09-09,273.85125732421875,274.8063186210638,272.8961680016299,274.7145062844107,51260300
2019-09-10,273.78692626953125,273.85121731639094,271.80329243967805,273.07978080555387,57947100
2019-09-11,275.7338562011719,275.8165041188757,273.4379872902545,274.09919865762845,68821100
2019-09-12,276.6889343261719,277.7633852386146,275.88078401809116,276.6521925778748,72908700
2019-09-13,276.50531005859375,277.49714128489825,276.12878413247336,277.13897222380274,62104800
2019-09-16,275.6512451171875,276.55123593979545,274.99922610656955,275.3573671311424,58191200
2019-09-17,276.34912109375,276.4409334162006,275.27464226883154,275.44913052267077,41475500
2019-09-18,276.5144348144531,276.62463202912267,273.88794641994974,275.9542282722278,73375800
2019-09-19,276.4960021972656,277.9194573763295,276.15621816877695,276.9092697066763,76560500
2019-09-20,275.1896667480469,277.3946665379024,274.3870193450998,277.10863823123276,89565000
2019-09-23,275.1251220703125,275.8539749041753,274.25788658575885,274.51621025210454,43476800
2019-09-24,272.9661865234375,276.6288630759534,271.9882452111429,276.2321568776972,94869400
2019-09-25,274.5807189941406,275.03277824103975,271.5453956738583,273.04921907292254,71854000
2019-09-26,274.0087585449219,274.80217106528704,272.5787577674433,274.58999374969187,56179700
2019-09-27,272.5325927734375,274.8852099574331,270.95497457945686,274.7744757051724,84746600
2019-09-30,273.79656982421875,274.5161877038714,273.01239214965847,273.0585103110447,51662400
2019-10-01,270.5398254394531,275.35573822786245,270.31841322325744,274.69147342411065,88242400
2019-10-02,265.7608642578125,268.9438061227416,264.45080424034103,268.9345712272821,122539500
2019-10-03,267.9381408691406,267.965817395487,262.77164009489155,265.53017045634914,85278800
2019-10-04,271.56402587890625,271.82234962332734,268.5471424061856,268.6025236383684,65091200
2019-10-07,270.39215087890625,272.4034146540702,270.106150774922,270.7519738094948,59610500
2019-10-08,266.1944885253906,269.25748944491363,266.1575770978192,268.5101949288186,95708100
2019-10-09,268.7223205566406,269.6725855086888,267.6059964452436,268.24258471124494,62359400
2019-10-10,270.5398254394531,271.4347373534637,268.47323634118743,268.63929550333415,55296300
2019-10-11,273.3445129394531,275.6140727102578,273.2153651933121,273.33527804502666,98720400
2019-10-14,273.0400085449219,273.70427322255136,272.6894204990675,273.0215387603025,40394800
2019-10-15,275.7433166503906,276.49984614571883,273.9811688452508,274.10110988172636,46754500
2019-10-16,275.3003845214844,276.00156074466224,274.85756009014233,275.2727079945255,48928200
2019-10-17,276.1123046875,276.99798182671105,275.41112836824163,276.4813344825739,45736600
2019-10-18,274.9037170410156,276.2230119374925,274.03648153371097,275.56798193692623,64304000
2019-10-21,276.7673034667969,276.9702740544683,275.79859684459933,276.2414494418366,39048600
2019-10-22,275.8632507324219,277.6069287001937,275.7709862332149,277.3116935648002,48594700
2019-10-23,276.6658630371094,276.72121609852786,275.39268631414666,275.6048918196966,34352200
2019-10-24,277.117919921875,277.76374317281835,276.27836095771596,277.6161256253122,35453100
2019-10-25,278.252685546875,278.80624425466374,276.4813033129841,276.53665636824644,45205400
2019-10-28,279.82110595703125,280.32854657077405,279.4613110503554,279.4889875816381,42147000
2019-10-29,279.73797607421875,280.6790341107918,279.4150645549076,279.54424042469566,44284900
2019-10-30,280.59600830078125,280.97424471271466,278.61242100782835,279.9409503612218,49643900
2019-10-31,279.8487548828125,280.5868425694932,278.37263581978397,280.5868425694932,69053800
2019-11-01,282.4413146972656,282.4874328696356,281.1496680088372,281.31575537074843,71141500
2019-11-04,283.57598876953125,284.15722395972955,283.19772415122503,284.01884133234023,60606900
2019-11-05,283.2623291015625,284.083446331974,282.9670940419652,283.7789763782753,42933200
2019-11-06,283.3269348144531,283.6037001032006,282.36743488818405,283.26234686202315,46487100
2019-11-07,284.3232727050781,285.67947871417647,283.843536895968,284.68309567828237,54272300
2019-11-08,285.0245056152344,285.07985867518505,283.2623581263566,283.97274116583566,49032100
2019-11-11,284.480224609375,284.6555187106809,283.4838130698287,283.6222238957233,35797300
2019-11-12,285.07989501953125,285.9932487803273,284.295689030029,284.84924785527596,46484600
2019-11-13,285.172119140625,285.57806034465347,283.8435894101986,284.0742365417981,53917700
2019-11-14,285.5872497558594,285.6703074947429,284.24027847249533,284.88610166385433,51219900
2019-11-15,287.65386962890625,287.6999877907703,286.2423103828413,286.94345848107116,62023600
2019-11-18,287.8660583496094,288.10594037319214,286.9527047293013,287.4139989868576,49228000
2019-11-19,287.78302001953125,288.4841962793699,287.12799007714665,288.4749613848458,67804700
2019-11-20,286.7128601074219,287.7092716006191,285.1352414242255,287.18338932116336,79406200
2019-11-21,286.25152587890625,286.93426051947534,285.4396716432342,286.8235544034822,54664700
2019-11-22,286.88812255859375,287.1464462218255,285.8640628006576,287.0080635728027,44850200
2019-11-25,289.111572265625,289.111572265625,287.82918880914013,287.82918880914013,48647200
2019-11-26,289.76654052734375,289.9510694619225,288.82551053338204,289.1484220913136,37569000
2019-11-27,291.0582275390625,291.0582275390625,290.03413967244234,290.2555519008288,44444600
2019-11-29,289.9787902832031,290.7353196133145,289.7481431573277,290.48620269806236,36592700
2019-12-02,287.5155029296875,290.30171015371013,287.0818851944924,290.23712219938653,75767800
2019-12-03,285.5872497558594,285.6703074947429,283.3546014243404,284.7569257635162,73941700
2019-12-04,287.3494873046875,287.9583992649053,286.2977507589836,286.64833899260975,49080000
2019-12-05,287.8660583496094,288.0782638439455,286.5375286354337,288.05982220950335,40709000
2019-12-06,290.4954833984375,290.90142465640093,289.7943070155605,289.80354191170505,48927000
2019-12-09,289.5821228027344,290.78147675599456,289.5082999456648,290.0987701815391,34838500
2019-12-10,289.2591247558594,290.200154738649,288.5948600164896,289.5266832612733,52649800
2019-12-11,290.08026123046875,290.338584859926,289.1761144497864,289.7204382348869,53429100
2019-12-12,292.5805358886719,293.3739485936903,289.84968143523514,290.0895353328239,96389600
2019-12-13,292.75579833984375,294.0012984831567,291.55641636084454,292.3406222403503,81503900
2019-12-16,294.7670593261719,295.36673628844625,292.69123496471997,294.5087356429535,82749700
2019-12-17,294.8316345214844,295.4589879885443,294.7486049292413,295.1545461503198,61097700
2019-12-18,294.8500671386719,295.4589789516655,294.7947140788695,295.22833181743306,48133000
2019-12-19,296.05859375,296.1324165843586,294.785417331351,295.0437409412826,85310500
2019-12-20,297.3565979003906,298.50622302087606,296.1142546877652,297.10625622225376,147142100
2019-12-23,297.8109130859375,298.2095698037883,297.66256978063643,298.15394460099947,52990000
2019-12-24,297.8201904296875,298.08903614263556,297.5142235237918,298.0426912386355,20270000
2019-12-26,299.405517578125,299.4147978748833,298.20026733022587,298.2095193333965,30911200
2019-12-27,299.33135986328125,300.2028590326644,298.79364017903583,300.1472338340731,42528800
2019-12-30,297.68109130859375,299.55390071333636,297.1897165060169,299.4148377113979,49729100
2019-12-31,298.404296875,298.65463861374445,296.81892180186844,297.1712336611413,57077300
2020-01-02,301.1949462890625,301.2135068878565,299.02547824984475,299.96188309387816,59151200
2020-01-03,298.9141845703125,300.0545577808662,297.6996538561026,297.7552790572426,77709700
2020-01-06,300.0545349121094,300.13797270746016,297.01353991573654,297.1340706068842,55653900
2020-01-07,299.2109375,299.9619061754537,298.75662719852465,299.4797832672429,40496400
2020-01-08,300.8055725097656,302.03863571595645,299.15529193732596,299.4056053809176,68296000
2020-01-09,302.8452453613281,302.919431173848,301.79759003486487,302.3909633606342,48473300
2020-01-10,301.97369384765625,303.5961616198992,301.5008796222455,303.43856630929315,53029300
2020-01-13,304.0504150390625,304.0596670421041,302.16835390657394,302.6041034443219,47086800
2020-01-14,303.5869140625,304.67163383027827,303.0213534323649,303.6054463659038,62832800
2020-01-15,304.27301025390625,305.0425111860947,303.4107912074118,303.4942290222084,72056600
2020-01-16,306.8040466308594,306.8040466308594,305.44117250791817,305.6729536288701,54050300
2020-01-17,307.7589111328125,307.9721316059004,306.73906878243395,307.5271300665259,95846000
2020-01-21,307.1562805175781,307.97215445842147,306.7112789451831,306.7854364427192,77742400
2020-01-22,307.1933898925781,308.6860748629666,307.03579459176376,308.02779617917,48914900
2020-01-23,307.5456848144531,307.9629020816574,305.4040298691284,306.53512268691117,51963000
2020-01-24,304.8106689453125,308.2966656305312,303.50342018835545,308.2132278324604,87578400
2020-01-27,299.9247741699219,301.4267113250342,299.145992989256,299.4890245254738,84062500
2020-01-28,303.06768798828125,303.9577194292598,300.01744099849935,301.3710346078026,63834000
2020-01-29,302.8174133300781,304.680942713135,302.6134447991287,304.449161577674,53888900
2020-01-30,303.8000793457031,304.0133281172447,299.96179951306937,300.7220199247121,75491800
2020-01-31,298.28375244140625,303.32731159381,297.3566280132966,303.1696879918508,113845600
2020-02-03,300.4996032714844,302.3909452672098,299.6651968389453,299.78572755688015,69083000
2020-02-04,305.07952880859375,305.96030823676443,303.8371856055245,304.1616847787236,62573200
2020-02-05,308.6026611328125,308.8159099629345,306.57228441815363,308.05566104886026,65951100
2020-02-06,309.6409606933594,309.83564885956355,308.5469325982252,309.5760552067626,50359700
2020-02-07,307.99072265625,309.6502548835903,307.4344423834342,308.56553523051,64139400
2020-02-10,310.28997802734375,310.35488352384476,307.0543230230456,307.09141592013054,42070000
2020-02-11,310.8277282714844,312.45944793843125,310.2899802874024,311.6621345536354,54864500
2020-02-12,312.830322265625,313.0435427661608,311.91244988533276,312.28329398041274,43992700
2020-02-13,312.4965515136719,313.47930112523284,311.10586489803745,311.3839909037277,54501900
2020-02-14,312.9972229003906,313.11775360699056,311.6992543169933,312.9137850943429,64582200
2020-02-18,312.1906433105469,313.062142604704,310.78139596156376,311.9866747886464,57226200
2020-02-19,313.68328857421875,314.3693516254217,312.88597511402,313.17338143512364,48814700
2020-02-20,312.3946533203125,313.9614961980899,309.36293769245304,313.1270614017554,74163400
2020-02-21,309.17742919921875,311.3376164210889,308.34299467424273,311.02239754672445,113788200
2020-02-24,298.9234619140625,309.2516130317988,297.82943361740735,299.5909926147371,161088400
2020-02-25,289.86541748046875,300.953816597268,288.97538604168346,300.33265913765354,218913200
2020-02-26,288.7992858886719,294.9275653405686,288.0575975954808,291.28397279381636,194773800
2020-02-27,275.8288269042969,288.8549151828299,275.8288269042969,283.1994499130487,284353500
2020-02-28,274.6698303222656,276.1810473270202,264.7310575575094,267.6607734863517,384975800
2020-03-02,286.56488037109375,286.62978587022843,273.00104573152623,276.4777622675633,238703600
2020-03-03,278.3598327636719,290.9687308042171,275.88442635371035,286.9450141305417,300139100
2020-03-04,290.0602111816406,290.28274034247676,281.2247141928602,283.8113999488837,176613400
2020-03-05,280.41802978515625,285.9900563178503,278.14659204867735,282.7544013117626,186366800
2020-03-06,275.7824401855469,277.00625129088274,269.0793482960723,271.78653593607663,228667200
2020-03-09,254.24537658691406,263.4795292210145,253.52222056665795,255.23737835639645,309417300
2020-03-10,267.4012451171875,267.49393492689694,253.56853593613423,263.8967158436713,276444100
2020-03-11,254.3658447265625,261.3934637418837,251.13946982195947,260.2438385040221,255316300
2020-03-12,230.02883911132812,247.2269998344369,229.6301682566486,237.3438501778921,392220700
2020-03-13,249.69314575195312,251.69573781552214,230.40895574600478,243.91715065711855,329566100
2020-03-16,222.3708038330078,238.17826430573805,220.0622588716851,223.6038668959046,297240000
2020-03-17,234.37705993652344,237.50147890148386,219.79339653886174,227.1825652688413,262070500
2020-03-18,222.5098876953125,230.26991550171127,211.4029397622915,219.03317070007324,327597100
2020-03-19,222.9827117919922,229.35206682364282,215.29685579474065,221.81453999708035,289322000
2020-03-20,213.3734588623047,227.98692767820097,213.0936831281744,226.17772739147492,347158800
2020-03-23,207.91783142089844,214.19406437131502,203.5440473871526,212.8045351378094,326025200
2020-03-24,226.75588989257812,227.64184863747488,218.03631124687172,218.61450391829229,235494500
2020-03-25,230.15048217773438,239.06592291440546,223.5851517615496,228.35993751877487,299430300
2020-03-26,243.58892822265625,245.0810274567559,232.2581182314121,232.69643020792026,257632800
2020-03-27,236.33348083496094,243.22521902351355,234.12327958938528,236.19360008396936,224341200
2020-03-30,244.008544921875,244.7359531833572,236.4360311074794,238.45971965339606,171369500
2020-03-31,240.3715362548828,245.57529937673385,238.94469568437773,242.99207332581065,194881100
2020-04-01,229.5536346435547,240.28759621981686,227.4553381139793,231.2602508618741,189554600
2020-04-02,234.85067749023438,235.64335876050833,228.09882035351683,228.65837179252074,177660400
2020-04-03,231.45606994628906,236.24019000471637,228.68631772614506,233.85278317972373,135561200
2020-04-06,247.0021209716797,248.99784771905112,231.43743600190354,240.4554462322951,188061200
2020-04-07,247.25387573242188,256.4863723022274,247.03006660295958,255.72165316328392,201427200
2020-04-08,255.55381774902344,257.3909937340016,247.3658010432751,249.89307420861283,153774500
2020-04-09,259.4426574707031,262.24038550183235,256.89671471678946,258.8644364379023,189999200
2020-04-13,257.073974609375,258.7992463780909,253.11052551420246,258.4541977163415,114839100
2020-04-14,264.65582275390625,265.69096873374104,256.93409251903336,262.035285760306,134143400
2020-04-15,259.03240966796875,264.7957245378407,256.88746704010765,258.85521788905936,121775000
2020-04-16,260.2820129394531,261.149301941165,257.1672119683842,260.3286303636444,131798300
